"PORTO","PROGR","PROG_AUSENTE","ATRACACAO","MES","ANO","TARIFA_FREIRE","COD_TARIFA_AJUSTADO","DESC_TARIFA_AJUSTADA","FAMILIA","EMPRESA_PRINCIPAL","QTDE","VALOR","LOCAL_ATRACACAO","DATA_HORA_ATRACACAO","DATA_HORA_DESATRACACAO","DIF_ATRACACAO_HOURS","DIF_ATRACACAO_DIAS","SENTIDO","NAVEGACAO","EMPRESA_PAGADORA","NATUREZA_CARGA","COMPRIMENTO_EMBARCACAO","LARGURA_EMBARCACAO","TLR_EMBARCACAO","TWD_EMBARCACAO","CALADO_EMBARCACAO","CNPJ_EMPRESA_PRINCIPAL"
"SALVADOR","25574",0,0,"5","2023","S.I.2.1.2 - Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - LC","S.I.2.1.2","Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - LC","I1 - MARÍTIMA","LACHMANN AGENCIA MARITIMA LTDA",1,14254.4,"Porto Salvador - Terminal de Conteineres",2023-05-18 20:03:01,2023-05-18 23:00:01,2.95,0.12,"NÃO INFORMADO","Longo Curso","43145945004606 - LACHMANN AGENCIA MARITIMA LTDA","Normal",272,0,34823,71272,0,"43145945004606"
"SALVADOR","25574",0,0,"5","2023","S.II.1.1.1 - Metro linear ocupada por embarcação p/ hora ou fração, limite 48h - LC","S.II.1.1.1","Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Limite 48h - LC","I2 - ACOSTAGEM","LACHMANN AGENCIA MARITIMA LTDA",1,647.22,"Porto Salvador - Terminal de Conteineres",2023-05-18 20:03:01,2023-05-18 23:00:01,2.95,0.12,"NÃO INFORMADO","Longo Curso","43145945004606 - LACHMANN AGENCIA MARITIMA LTDA","Normal",272,0,34823,71272,0,"43145945004606"
"SALVADOR","25590",0,0,"5","2023","S.I.2.2.4 - Tarifa Variável (TPB/DWT) - Granéis Liquidos - CAB","S.I.2.2.4","Tarifa Variável (TPB/DWT) - Granéis Liquidos - CAB","I1 - MARÍTIMA","HGIG COMERCIO E SERVICOS LTDA",1,19.2,"Porto Salvador - Cais Comum",2023-05-19 09:10:00,2023-05-19 11:35:00,2.42,0.1,"Importação","Cabotagem","03289327000113 - HGIG COMERCIO E SERVICOS LTDA","Normal",22.77,0,128,160,0,"03289327000113"
"SALVADOR","25590",0,0,"5","2023","S.II.1.1.2 - Metro linear ocupada por embarcação p/ hora ou fração, limite 48h -CAB/NI","S.II.1.1.2","Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Limite 48h -CABNI","I2 - ACOSTAGEM","HGIG COMERCIO E SERVICOS LTDA",1,96.02,"Porto Salvador - Cais Comum",2023-05-19 09:10:00,2023-05-19 11:35:00,2.42,0.1,"Importação","Cabotagem","03289327000113 - HGIG COMERCIO E SERVICOS LTDA","Normal",22.77,0,128,160,0,"03289327000113"
"SALVADOR","25590",0,0,"5","2023","S.III.5 - Tonelada - Combustível ou inflamáveis","S.III.5","Tonelada - Combustível Ou Inflamáveis","I3 - TERRESTRE","HGIG COMERCIO E SERVICOS LTDA",24.774,126.84,"Porto Salvador - Cais Comum",2023-05-19 09:10:00,2023-05-19 11:35:00,2.42,0.1,"Importação","Cabotagem","03289327000113 - HGIG COMERCIO E SERVICOS LTDA","Normal",22.77,0,128,160,0,"03289327000113"
"SALVADOR","25585",0,0,"5","2023","S.I.1 - Tarifa fixa por acesso aquaviário","S.I.1","Tarifa Fixa Por Acesso Aquaviário","I1 - MARÍTIMA","LOG-IN LOGISTICA INTERMODAL S/A",1,3402.07,"Porto Salvador - Terminal de Conteineres",2023-05-19 14:20:01,2023-05-20 06:20:01,16,0.67,"Importação","Cabotagem","42278291001287 - LOG-IN LOGISTICA INTERMODAL S/A","Normal",218.45,0,14345,38675,0,"42278291001287"
"SALVADOR","25585",0,0,"5","2023","S.I.2.2.2 - Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - CAB","S.I.2.2.2","Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - CAB","I1 - MARÍTIMA","LOG-IN LOGISTICA INTERMODAL S/A",1,7735,"Porto Salvador - Terminal de Conteineres",2023-05-19 14:20:01,2023-05-20 06:20:01,16,0.67,"Importação","Cabotagem","42278291001287 - LOG-IN LOGISTICA INTERMODAL S/A","Normal",218.45,0,14345,38675,0,"42278291001287"
"SALVADOR","25585",0,0,"5","2023","S.II.1.1.1 - Metro linear ocupada por embarcação p/ hora ou fração, limite 48h - LC","S.II.1.1.1","Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Limite 48h - LC","I2 - ACOSTAGEM","LOG-IN LOGISTICA INTERMODAL S/A",1,2877.78,"Porto Salvador - Terminal de Conteineres",2023-05-19 14:20:01,2023-05-20 06:20:01,16,0.67,"Importação","Cabotagem","42278291001287 - LOG-IN LOGISTICA INTERMODAL S/A","Normal",218.45,0,14345,38675,0,"42278291001287"
"SALVADOR","25591",0,0,"5","2023","S.I.1 - Tarifa fixa por acesso aquaviário","S.I.1","Tarifa Fixa Por Acesso Aquaviário","I1 - MARÍTIMA","AGENCIA MARITIMA E TRANSPORTES LUMAR LTDA.",1,3402.07,"Porto Salvador - Cais Comum",2023-05-20 07:45:00,2023-05-20 11:00:00,3.25,0.14,"Importação","Cabotagem","05435165000100 - AGENCIA MARITIMA E TRANSPORTES LUMAR LTDA.","Normal",63.95,0,472,951,0,"05435165000100"
"SALVADOR","25591",0,0,"5","2023","S.I.2.2.9.1 - Tarifa Variável (TPB/DWT) - Atracação no porto - CAB","S.I.2.2.9.1","Tarifa Variável (TPB/DWT) - Atracação No Porto - CAB","I1 - MARÍTIMA","AGENCIA MARITIMA E TRANSPORTES LUMAR LTDA.",951,332.85,"Porto Salvador - Cais Comum",2023-05-20 07:45:00,2023-05-20 11:00:00,3.25,0.14,"Importação","Cabotagem","05435165000100 - AGENCIA MARITIMA E TRANSPORTES LUMAR LTDA.","Normal",63.95,0,472,951,0,"05435165000100"
"SALVADOR","25591",0,0,"5","2023","S.II.1.1.2 - Metro linear ocupada por embarcação p/ hora ou fração, limite 48h -CAB/NI","S.II.1.1.2","Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Limite 48h -CABNI","I2 - ACOSTAGEM","AGENCIA MARITIMA E TRANSPORTES LUMAR LTDA.",355.8,238.39,"Porto Salvador - Cais Comum",2023-05-20 07:45:00,2023-05-20 11:00:00,3.25,0.14,"Importação","Cabotagem","05435165000100 - AGENCIA MARITIMA E TRANSPORTES LUMAR LTDA.","Normal",63.95,0,472,951,0,"05435165000100"
"SALVADOR","25591",0,0,"5","2023","S.II.1.1.2.9 - Metro linear ocupada por embarcação p/ hora ou fração, limite 48h -CAB/NI DOBRO","S.II.1.1.2.9","Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Limite 48h -CABNI Dobro","I2 - ACOSTAGEM","AGENCIA MARITIMA E TRANSPORTES LUMAR LTDA.",4,238.39,"Porto Salvador - Cais Comum",2023-05-20 07:45:01,2023-05-20 11:00:01,3.25,0.14,"Importação","Cabotagem","05435165000100 - AGENCIA MARITIMA E TRANSPORTES LUMAR LTDA.","Normal",63.95,0,472,951,0,"05435165000100"
"SALVADOR","25586",0,0,"5","2023","S.I.1 - Tarifa fixa por acesso aquaviário","S.I.1","Tarifa Fixa Por Acesso Aquaviário","I1 - MARÍTIMA","ROCHAMAR AGENCIA MARITIMA S.A.",1,3402.07,"Porto Salvador - Terminal de Conteineres",2023-05-20 13:50:01,2023-05-20 21:10:01,7.33,0.31,"Importação","Longo Curso","11256147000910 - ROCHAMAR AGENCIA MARITIMA S.A.","Normal",299.9,0,56203,116933.4,0,"11256147000910"
"SALVADOR","25586",0,0,"5","2023","S.I.2.1.2 - Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - LC","S.I.2.1.2","Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - LC","I1 - MARÍTIMA","ROCHAMAR AGENCIA MARITIMA S.A.",1,23386.68,"Porto Salvador - Terminal de Conteineres",2023-05-20 13:50:01,2023-05-20 21:10:01,7.33,0.31,"Importação","Longo Curso","11256147000910 - ROCHAMAR AGENCIA MARITIMA S.A.","Normal",299.9,0,56203,116933.4,0,"11256147000910"
"SALVADOR","25586",0,0,"5","2023","S.II.1.1.1 - Metro linear ocupada por embarcação p/ hora ou fração, limite 48h - LC","S.II.1.1.1","Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Limite 48h - LC","I2 - ACOSTAGEM","ROCHAMAR AGENCIA MARITIMA S.A.",1,1875.46,"Porto Salvador - Terminal de Conteineres",2023-05-20 13:50:01,2023-05-20 21:10:01,7.33,0.31,"Importação","Longo Curso","11256147000910 - ROCHAMAR AGENCIA MARITIMA S.A.","Normal",299.9,0,56203,116933.4,0,"11256147000910"
"SALVADOR","25584",0,0,"5","2023","S.I.1 - Tarifa fixa por acesso aquaviário","S.I.1","Tarifa Fixa Por Acesso Aquaviário","I1 - MARÍTIMA","MERCOSUL LINE NAVEGACAO E LOGISTICA LTDA",1,3402.07,"Porto Salvador - Terminal de Conteineres",2023-05-20 23:50:02,2023-05-21 09:30:02,9.67,0.4,"NÃO INFORMADO","Cabotagem","01341776000995 - MERCOSUL LINE NAVEGACAO E LOGISTICA LTDA","Normal",210.54,0,12688,35221,0,"01341776000995"
"SALVADOR","25584",0,0,"5","2023","S.I.2.2.2 - Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - CAB","S.I.2.2.2","Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - CAB","I1 - MARÍTIMA","MERCOSUL LINE NAVEGACAO E LOGISTICA LTDA",1,7044.2,"Porto Salvador - Terminal de Conteineres",2023-05-20 23:50:01,2023-05-21 09:30:01,9.67,0.4,"NÃO INFORMADO","Cabotagem","01341776000995 - MERCOSUL LINE NAVEGACAO E LOGISTICA LTDA","Normal",210.54,0,12688,35221,0,"01341776000995"
"SALVADOR","25584",0,0,"5","2023","S.II.1.1.2 - Metro linear ocupada por embarcação p/ hora ou fração, limite 48h -CAB/NI","S.II.1.1.2","Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Limite 48h -CABNI","I2 - ACOSTAGEM","MERCOSUL LINE NAVEGACAO E LOGISTICA LTDA",1,1745.28,"Porto Salvador - Terminal de Conteineres",2023-05-20 23:50:01,2023-05-21 09:30:01,9.67,0.4,"NÃO INFORMADO","Cabotagem","01341776000995 - MERCOSUL LINE NAVEGACAO E LOGISTICA LTDA","Normal",210.54,0,12688,35221,0,"01341776000995"
"SALVADOR","25583",0,0,"5","2023","S.I.1 - Tarifa fixa por acesso aquaviário","S.I.1","Tarifa Fixa Por Acesso Aquaviário","I1 - MARÍTIMA","ALIANCA NAVEGACAO E LOGISTICA LTDA",1,3402.07,"Porto Salvador - Terminal de Conteineres",2023-05-21 15:45:01,2023-05-22 04:15:01,12.5,0.52,"Importação","Longo Curso","02427026001622 - ALIANCA NAVEGACAO E LOGISTICA LTDA","Normal",265.1,0,24035,50361,0,"02427026001622"
"SALVADOR","25583",0,0,"5","2023","S.I.2.1.2 - Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - LC","S.I.2.1.2","Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - LC","I1 - MARÍTIMA","ALIANCA NAVEGACAO E LOGISTICA LTDA",1,10072.2,"Porto Salvador - Terminal de Conteineres",2023-05-21 15:45:01,2023-05-22 04:15:01,12.5,0.52,"Importação","Longo Curso","02427026001622 - ALIANCA NAVEGACAO E LOGISTICA LTDA","Normal",265.1,0,24035,50361,0,"02427026001622"
"SALVADOR","25583",0,0,"5","2023","S.II.1.1.1 - Metro linear ocupada por embarcação p/ hora ou fração, limite 48h - LC","S.II.1.1.1","Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Limite 48h - LC","I2 - ACOSTAGEM","ALIANCA NAVEGACAO E LOGISTICA LTDA",1,2744.52,"Porto Salvador - Terminal de Conteineres",2023-05-21 15:45:01,2023-05-22 04:15:01,12.5,0.52,"Importação","Longo Curso","02427026001622 - ALIANCA NAVEGACAO E LOGISTICA LTDA","Normal",265.1,0,24035,50361,0,"02427026001622"
"SALVADOR","25582",0,0,"5","2023","S.I.1 - Tarifa fixa por acesso aquaviário","S.I.1","Tarifa Fixa Por Acesso Aquaviário","I1 - MARÍTIMA","LACHMANN AGENCIA MARITIMA LTDA",1,3402.07,"Porto Salvador - Terminal de Conteineres",2023-05-22 20:06:00,2023-05-23 06:38:00,10.53,0.44,"Importação","Longo Curso","43145945004606 - LACHMANN AGENCIA MARITIMA LTDA","Normal",299.9,0,0,100072,0,"43145945004606"
"SALVADOR","25582",0,0,"5","2023","S.I.2.1.2 - Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - LC","S.I.2.1.2","Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - LC","I1 - MARÍTIMA","LACHMANN AGENCIA MARITIMA LTDA",1,20014.4,"Porto Salvador - Terminal de Conteineres",2023-05-22 20:06:00,2023-05-23 06:38:00,10.53,0.44,"Importação","Longo Curso","43145945004606 - LACHMANN AGENCIA MARITIMA LTDA","Normal",299.9,0,0,100072,0,"43145945004606"
"SALVADOR","25582",0,0,"5","2023","S.II.1.1.1 - Metro linear ocupada por embarcação p/ hora ou fração, limite 48h - LC","S.II.1.1.1","Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Limite 48h - LC","I2 - ACOSTAGEM","LACHMANN AGENCIA MARITIMA LTDA",1,2578.76,"Porto Salvador - Terminal de Conteineres",2023-05-22 20:06:00,2023-05-23 06:38:00,10.53,0.44,"Importação","Longo Curso","43145945004606 - LACHMANN AGENCIA MARITIMA LTDA","Normal",299.9,0,0,100072,0,"43145945004606"
"ARATU","22262",0,0,"6","2023","A.I.1 - Tarifa fixa por acesso aquaviário","A.I.1","Tarifa Fixa Por Acesso Aquaviário","I1 - MARÍTIMA","BAHIASHIP AGENCIA MARITIMA LTDA",1,3402.07,"Píer TPG",2023-05-21 11:30:01,2023-05-22 16:25:01,28.92,1.21,"Exportação","Cabotagem","40510539000105 - BAHIASHIP AGENCIA MARITIMA LTDA","Normal",123.98,0,2082,8688.64,0,"40510539000105"
"ARATU","22262",0,0,"6","2023","A.I.2.2.4 - Tarifa Variável (TPB/DWT) - Granéis Liquidos - CAB","A.I.2.2.4","Tarifa Variável (TPB/DWT) - Granéis Liquidos - CAB","I1 - MARÍTIMA","BAHIASHIP AGENCIA MARITIMA LTDA",1,11729.66,"Píer TPG",2023-05-21 11:30:01,2023-05-22 16:25:01,28.92,1.21,"Exportação","Cabotagem","40510539000105 - BAHIASHIP AGENCIA MARITIMA LTDA","Normal",123.98,0,2082,8688.64,0,"40510539000105"
"ARATU","22262",0,0,"6","2023","A.II.4.1.2 - Produtos Gasosos - Metro linear ocupada por embarcação p/ hora ou fração, limite 48h - CAB/NI","A.II.4.1.2","Produtos Gasosos - Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Limite 48h - CABNI","I2 - ACOSTAGEM","BAHIASHIP AGENCIA MARITIMA LTDA",1,5187.81,"Píer TPG",2023-05-21 11:30:01,2023-05-22 16:25:01,28.92,1.21,"Exportação","Cabotagem","40510539000105 - BAHIASHIP AGENCIA MARITIMA LTDA","Normal",123.98,0,2082,8688.64,0,"40510539000105"
"ARATU","22262",0,0,"6","2023","A.II.4.1.2.9 - Produtos Gasosos - Metro linear ocupada por embarcação p/ hora ou fração, limite 48h - CAB/NI DOBRO","A.II.4.1.2.9","Produtos Gasosos - Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Limite 48h - CABNI Dobro","I2 - ACOSTAGEM","BAHIASHIP AGENCIA MARITIMA LTDA",6,1073.34,"Píer TPG",2023-05-21 11:30:01,2023-05-22 16:25:01,28.92,1.21,"Exportação","Cabotagem","40510539000105 - BAHIASHIP AGENCIA MARITIMA LTDA","Normal",123.98,0,2082,8688.64,0,"40510539000105"
"ARATU","22262",0,0,"6","2023","A.III.1.2 - Tonelada - Granéis líquidos e gasosos","A.III.1.2","Tonelada - Granéis Líquidos E Gasosos","I3 - TERRESTRE","BAHIASHIP AGENCIA MARITIMA LTDA",3000.6,17103.42,"Píer TPG",2023-05-21 11:30:01,2023-05-22 16:25:01,28.92,1.21,"Exportação","Cabotagem","42150391003439 - BRASKEM S/A..","Normal",123.98,0,2082,8688.64,0,"40510539000105"
"ARATU","22262",0,0,"6","2023","A.III.98 - Cobrança Agente Nocivo - Terrestre 35,00%","A.III.98","Cobrança Agente Nocivo - Terrestre 35,00%","I3 - TERRESTRE","BAHIASHIP AGENCIA MARITIMA LTDA",17103.42,5986.2,"Píer TPG",2023-05-21 11:30:01,2023-05-22 16:25:01,28.92,1.21,"Exportação","Cabotagem","42150391003439 - BRASKEM S/A..","Normal",123.98,0,2082,8688.64,0,"40510539000105"
"ARATU","22275",0,0,"6","2023","A.I.1 - Tarifa fixa por acesso aquaviário","A.I.1","Tarifa Fixa Por Acesso Aquaviário","I1 - MARÍTIMA","AGENCIA MARITIMA GRANEL LTDA",1,3402.07,"Píer TGL Norte",2023-05-22 06:25:00,2023-05-24 10:10:00,51.75,2.16,"Exportação","Cabotagem","54477377000246 - AGENCIA MARITIMA GRANEL LTDA","Normal",144.09,0,6349,19975,0,"54477377000246"
"ARATU","22275",0,0,"6","2023","A.I.2.2.4 - Tarifa Variável (TPB/DWT) - Granéis Liquidos - CAB","A.I.2.2.4","Tarifa Variável (TPB/DWT) - Granéis Liquidos - CAB","I1 - MARÍTIMA","AGENCIA MARITIMA GRANEL LTDA",19975,26966.25,"Píer TGL Norte",2023-05-22 06:25:00,2023-05-24 10:10:00,51.75,2.16,"Exportação","Cabotagem","54477377000246 - AGENCIA MARITIMA GRANEL LTDA","Normal",144.09,0,6349,19975,0,"54477377000246"
"ARATU","22275",0,0,"6","2023","A.II.5.2.2.1 - Granéis Líquidos - TGL - NORTE - Metro linear ocupada por embarcação p/ hora ou fração, pos 48h - CA","A.II.5.2.2.1","Granéis Líquidos - TGL - Norte - Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Pos 48h - Ca","I2 - ACOSTAGEM","AGENCIA MARITIMA GRANEL LTDA",11440,7664.8,"Píer TGL Norte",2023-05-22 06:25:00,2023-05-24 10:10:00,51.75,2.16,"Exportação","Cabotagem","54477377000246 - AGENCIA MARITIMA GRANEL LTDA","Normal",144.09,0,6349,19975,0,"54477377000246"
"ARATU","22275",0,0,"6","2023","A.II.5.2.2.1.9 - Granéis Líquidos - TGL NORTE - Metro linear ocupada p/ embarcação p/ hora ou fração pos48h CAB DOBRO","A.II.5.2.2.1.9","Granéis Líquidos - TGL Norte - Metro Linear Ocupada P/ Embarcação P/ Hora Ou Fração Pos48h CAB Dobro","I2 - ACOSTAGEM","AGENCIA MARITIMA GRANEL LTDA",5,737,"Píer TGL Norte",2023-05-22 06:25:00,2023-05-24 10:10:00,51.75,2.16,"Exportação","Cabotagem","54477377000246 - AGENCIA MARITIMA GRANEL LTDA","Normal",144.09,0,6349,19975,0,"54477377000246"
"ARATU","22275",0,0,"6","2023","A.III.C.16.99.2 - CONTRATO VOPAK 016/1999 (CAB.)","A.III.C.16.99.2","Contrato Vopak 016/1999 (CAB.)","I3 - TERRESTRE","AGENCIA MARITIMA GRANEL LTDA",1874.665,19665.24,"Píer TGL Norte",2023-05-22 06:25:00,2023-05-24 10:10:00,51.75,2.16,"Exportação","Cabotagem","44167450000734 - VOPAK BRASIL S/A","Normal",144.09,0,6349,19975,0,"54477377000246"
"ARATU","22275",0,0,"6","2023","A.III.C.16.99.2 - CONTRATO VOPAK 016/1999 (CAB.)","A.III.C.16.99.2","Contrato Vopak 016/1999 (CAB.)","I3 - TERRESTRE","AGENCIA MARITIMA GRANEL LTDA",2524.694,26484.04,"Píer TGL Norte",2023-05-22 06:25:00,2023-05-24 10:10:00,51.75,2.16,"Exportação","Cabotagem","44167450000734 - VOPAK BRASIL S/A","Normal",144.09,0,6349,19975,0,"54477377000246"
"ARATU","22275",0,0,"6","2023","A.III.C.24.02.2 - CONTRATO ULTRACARGO 024/2002 (CAB.)","A.III.C.24.02.2","Contrato Ultracargo 024/2002 (CAB.)","I3 - TERRESTRE","AGENCIA MARITIMA GRANEL LTDA",735.836,2950.7,"Píer TGL Norte",2023-05-22 06:25:00,2023-05-24 10:10:00,51.75,2.16,"Exportação","Cabotagem","14688220000164 - ULTRACARGO LOGISTICA S.A.","Normal",144.09,0,6349,19975,0,"54477377000246"
"ARATU","22275",0,0,"6","2023","A.III.C.24.02.2 - CONTRATO ULTRACARGO 024/2002 (CAB.)","A.III.C.24.02.2","Contrato Ultracargo 024/2002 (CAB.)","I3 - TERRESTRE","AGENCIA MARITIMA GRANEL LTDA",2263.974,9078.54,"Píer TGL Norte",2023-05-22 06:25:00,2023-05-24 10:10:00,51.75,2.16,"Exportação","Cabotagem","14688220000164 - ULTRACARGO LOGISTICA S.A.","Normal",144.09,0,6349,19975,0,"54477377000246"
"ARATU","22275",0,0,"6","2023","A.III.C.44.02.2 - CONTRATO VOPAK 044/2002 (CAB.)","A.III.C.44.02.2","Contrato Vopak 044/2002 (CAB.)","I3 - TERRESTRE","AGENCIA MARITIMA GRANEL LTDA",749.83,6238.59,"Píer TGL Norte",2023-05-22 06:25:00,2023-05-24 10:10:00,51.75,2.16,"Exportação","Cabotagem","44167450000734 - VOPAK BRASIL S/A","Normal",144.09,0,6349,19975,0,"54477377000246"
"ARATU","22270",0,0,"6","2023","A.I.1 - Tarifa fixa por acesso aquaviário","A.I.1","Tarifa Fixa Por Acesso Aquaviário","I1 - MARÍTIMA","AGENCIA MARITIMA GRANEL LTDA",1,3402.07,"Píer TPG",2023-05-22 17:45:00,2023-05-23 19:25:00,25.67,1.07,"Importação","Longo Curso","54477377000246 - AGENCIA MARITIMA GRANEL LTDA","Normal",183,0,12487,47848,0,"54477377000246"
"ARATU","22270",0,0,"6","2023","A.I.2.1.5 - Tarifa Variável (TPB/DWT) - Petróleo, derivados ou outros combustíveis - LC","A.I.2.1.5","Tarifa Variável (TPB/DWT) - Petróleo, Derivados Ou Outros Combustíveis - LC","I1 - MARÍTIMA","AGENCIA MARITIMA GRANEL LTDA",47848,138759.2,"Píer TPG",2023-05-22 17:45:00,2023-05-23 19:25:00,25.67,1.07,"Importação","Longo Curso","54477377000246 - AGENCIA MARITIMA GRANEL LTDA","Normal",183,0,12487,47848,0,"54477377000246"
"ARATU","22270",0,0,"6","2023","A.II.4.1.1 - Produtos Gasosos - Metro linear ocupada por embarcação p/ hora ou fração, limite 48h - LC","A.II.4.1.1","Produtos Gasosos - Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Limite 48h - LC","I2 - ACOSTAGEM","AGENCIA MARITIMA GRANEL LTDA",6942,4651.14,"Píer TPG",2023-05-22 17:45:00,2023-05-23 19:25:00,25.67,1.07,"Importação","Longo Curso","54477377000246 - AGENCIA MARITIMA GRANEL LTDA","Normal",183,0,12487,47848,0,"54477377000246"
"ARATU","22270",0,0,"6","2023","A.II.4.1.1.9 - Produtos Gasosos - Metro linear ocupada por embarcação p/ hora ou fração, limite 48h - LC - DOBRO","A.II.4.1.1.9","Produtos Gasosos - Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Limite 48h - LC - Dobro","I2 - ACOSTAGEM","AGENCIA MARITIMA GRANEL LTDA",5,894.45,"Píer TPG",2023-05-22 17:45:00,2023-05-23 19:25:00,25.67,1.07,"Importação","Longo Curso","54477377000246 - AGENCIA MARITIMA GRANEL LTDA","Normal",183,0,12487,47848,0,"54477377000246"
"ARATU","22270",0,0,"6","2023","A.III.1.2 - Tonelada - Granéis líquidos e gasosos","A.III.1.2","Tonelada - Granéis Líquidos E Gasosos","I3 - TERRESTRE","AGENCIA MARITIMA GRANEL LTDA",12158.742,69304.83,"Píer TPG",2023-05-22 17:45:00,2023-05-23 19:25:00,25.67,1.07,"Importação","Longo Curso","42150391000170 - BRASKEM S.A.","Normal",183,0,12487,47848,0,"54477377000246"
"ARATU","22270",0,0,"6","2023","A.III.98 - Cobrança Agente Nocivo - Terrestre 35,00%","A.III.98","Cobrança Agente Nocivo - Terrestre 35,00%","I3 - TERRESTRE","AGENCIA MARITIMA GRANEL LTDA",69304.83,24256.69,"Píer TPG",2023-05-22 17:45:00,2023-05-23 19:25:00,25.67,1.07,"Importação","Longo Curso","42150391000170 - BRASKEM S.A.","Normal",183,0,12487,47848,0,"54477377000246"
"ARATU","22280",0,0,"6","2023","A.I.1 - Tarifa fixa por acesso aquaviário","A.I.1","Tarifa Fixa Por Acesso Aquaviário","I1 - MARÍTIMA","BAHIASHIP AGENCIA MARITIMA LTDA",1,3402.07,"Píer TGL Sul",2023-05-23 11:45:00,2023-05-24 16:20:00,28.58,1.19,"Importação","Cabotagem","40510539000105 - BAHIASHIP AGENCIA MARITIMA LTDA","Normal",139.95,0,4670,15123,0,"40510539000105"
"ARATU","22280",0,0,"6","2023","A.I.2.2.4 - Tarifa Variável (TPB/DWT) - Granéis Liquidos - CAB","A.I.2.2.4","Tarifa Variável (TPB/DWT) - Granéis Liquidos - CAB","I1 - MARÍTIMA","BAHIASHIP AGENCIA MARITIMA LTDA",15123,20416.05,"Píer TGL Sul",2023-05-23 11:45:00,2023-05-24 16:20:00,28.58,1.19,"Importação","Cabotagem","40510539000105 - BAHIASHIP AGENCIA MARITIMA LTDA","Normal",139.95,0,4670,15123,0,"40510539000105"
"ARATU","22280",0,0,"6","2023","A.II.5.1.2.2 - Granéis Líquidos - TGL - SUL - Metro linear ocupada por embarcação p/ hora ou fração, limite 48h - C","A.II.5.1.2.2","Granéis Líquidos - TGL - Sul - Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Limite 48h - C","I2 - ACOSTAGEM","BAHIASHIP AGENCIA MARITIMA LTDA",4930,3303.1,"Píer TGL Sul",2023-05-23 11:45:00,2023-05-24 16:20:00,28.58,1.19,"Importação","Cabotagem","40510539000105 - BAHIASHIP AGENCIA MARITIMA LTDA","Normal",139.95,0,4670,15123,0,"40510539000105"
"ARATU","22280",0,0,"6","2023","A.II.5.1.2.2.9 - Granéis Líquidos - TGL - SUL - Metro linear ocup p/ embarcação p/ hora ou fração lim48h CAB DOBRO","A.II.5.1.2.2.9","Granéis Líquidos - TGL - Sul - Metro Linear Ocup P/ Embarcação P/ Hora Ou Fração Lim48h CAB Dobro","I2 - ACOSTAGEM","BAHIASHIP AGENCIA MARITIMA LTDA",9,1025.1,"Píer TGL Sul",2023-05-23 11:45:01,2023-05-24 16:20:01,28.58,1.19,"Importação","Cabotagem","40510539000105 - BAHIASHIP AGENCIA MARITIMA LTDA","Normal",139.95,0,4670,15123,0,"40510539000105"
"ARATU","22280",0,0,"6","2023","A.III.C.24.02.2 - CONTRATO ULTRACARGO 024/2002 (CAB.)","A.III.C.24.02.2","Contrato Ultracargo 024/2002 (CAB.)","I3 - TERRESTRE","BAHIASHIP AGENCIA MARITIMA LTDA",1605.415,6437.71,"Píer TGL Sul",2023-05-23 11:45:01,2023-05-24 16:20:01,28.58,1.19,"Importação","Cabotagem","14688220000164 - ULTRACARGO LOGISTICA S.A.","Normal",139.95,0,4670,15123,0,"40510539000105"
"ARATU","22280",0,0,"6","2023","A.III.C.24.02.2 - CONTRATO ULTRACARGO 024/2002 (CAB.)","A.III.C.24.02.2","Contrato Ultracargo 024/2002 (CAB.)","I3 - TERRESTRE","BAHIASHIP AGENCIA MARITIMA LTDA",2391.183,9588.64,"Píer TGL Sul",2023-05-23 11:45:01,2023-05-24 16:20:01,28.58,1.19,"Importação","Cabotagem","14688220000164 - ULTRACARGO LOGISTICA S.A.","Normal",139.95,0,4670,15123,0,"40510539000105"
