,NUM_ITEM_CONTRATO,NUM_CONTRATO,NUM_TIP_COBRANC,POR_NUM_ITEM_CONTRATO,COD_ITEM_CONTRATO,VLR_ITEM_CONTRATO,ATTRIB,DTUPDATE,DCR_ITEM_CONTRATO_RESUMO,DCR_ITEM_CONTRATO,CODUSUARIO,INSTANCE,codUserUpdate,NUM_UND_MED,DAT_INICIO,DAT_FIM,DCR_MEMORIA_CALCULO,FLG_STATUS,COD_SERVICO_ERP,COD_EMPRESA_ERP,PRC_DESCONTO,DAT_COBRANCA_ATUAL,CodDominio
163,203.0,12.0,2.0,,III.C.12.00.1,,A,2024-04-10 11:07:57.187,CARGA GERAL - TECON CONTRATO 12/2000. (L.C.),CARGA GERAL - TECON CONTRATO 12/2000. (L.C.),,,858.0,3.0,,,QTD_MEDICAO,D,S.III.C.12.00.1,1,0.0,,
164,204.0,12.0,2.0,,III.C.12.00.2,,A,2024-04-10 11:08:44.250,CARGA GERAL - TECON CONTRATO 12/2000. (CAB.),CARGA GERAL - TECON CONTRATO 12/2000. (CAB.),,,858.0,3.0,,,QTD_MEDICAO,D,S.III.C.12.00.2,12,0.0,,
165,205.0,12.0,2.0,,III.C.12.00.3,,A,2024-04-10 11:09:43.380,CONTEINER  - TECON CONTRATO 12/2000 (L.C.),CONTEINER  - TECON CONTRATO 12/2000 (L.C.),,,858.0,14.0,,,QTD_MA60_MEDICAO,D,S.III.C.12.00.3,1,0.0,,
166,206.0,12.0,2.0,,III.C.12.00.4,,A,2024-04-10 11:10:34.547,CONTEINER - TECON CONTRATO 12/2000 (CAB.),CONTEINER - TECON CONTRATO 12/2000 (CAB.),,,858.0,14.0,,,QTD_MA60_MEDICAO,D,S.III.C.12.00.4,1,0.0,,
167,207.0,11.0,2.0,,II.1.1.1.9,,A,2023-03-22 00:49:31.960,"Metro linear ocupada por embarcação p/ hora ou fração, limit","S.II.1.1.1.9 Metro linear ocupada por embarcação p/ hora ou fração, limite 48h - LC - DOBRO",,,73.0,10.0,,,(QTD_COMPRIMENTO_NAVIO+QTD_MA1_MEDICAO)*QTD_ESTADIA_HR,A,S.II.1.1.1.9,1,0.0,,
168,208.0,11.0,2.0,,II.1.1.2.9,,A,2023-03-22 00:49:47.817,"Metro linear ocupada por embarcação p/ hora ou fração, limit","S.II.1.1.2.9 Metro linear ocupada por embarcação p/ hora ou fração, limite 48h -CAB/NI - DOBRO",,,73.0,10.0,,,(QTD_COMPRIMENTO_NAVIO+QTD_MA1_MEDICAO)*QTD_ESTADIA_HR,A,S.II.1.1.2.9,1,0.0,,
169,209.0,11.0,2.0,,II.1.2.1.9,,A,2023-03-22 00:50:03.180,"Metro linear ocupada por embarcação p/ hora ou fração, pos 4","S.II.1.2.1.9 Metro linear ocupada por embarcação p/ hora ou fração, pos 48h - LC - DOBRO",,,73.0,10.0,,,(QTD_COMPRIMENTO_NAVIO+QTD_MA1_MEDICAO)*QTD_ESTADIA_HR,A,S.II.1.2.1.9,1,0.0,,
170,210.0,11.0,2.0,,II.1.2.2.9,,A,2023-03-22 00:50:17.663,"Metro linear ocupada por embarcação p/ hora ou fração, pos 4","S.II.1.2.2.9 Metro linear ocupada por embarcação p/ hora ou fração, pos 48h - CAB/NI - DOBRO",,,73.0,10.0,,,(QTD_COMPRIMENTO_NAVIO+QTD_MA1_MEDICAO)*QTD_ESTADIA_HR,A,S.II.1.2.2.9,1,0.0,,
171,211.0,12.0,2.0,,III.4.1 D,,A,2023-03-27 11:40:38.000,Passageiro - Origem porto nacional(Desembarque),Passageiro - Origem porto nacional(Desembarque),,,73.0,1.0,,,QTD_MA1_MEDICAO,A,S.III.4.1,1,0.0,,
172,212.0,12.0,2.0,,III.4.2 D,,A,2023-03-27 21:41:22.317,Passageiro - Origem porto internacional(Desembarque),Passageiro - Origem porto internacional(Desembarque),,,73.0,1.0,,,QTD_MA1_MEDICAO,A,S.III.4.2,1,0.0,,
173,213.0,12.0,2.0,,III.97,,A,2023-05-30 19:05:40.583,S.III.97 - REMO(BORDO) - TRANSBOR(EMBARQUE) (LC),S.III.97 - REMO(BORDO) - TRANSBOR(EMBARQUE) LC,,,76.0,14.0,,,QTD_MEDICAO,A,S.III.97,1,0.0,,
174,214.0,12.0,2.0,,III.99,,A,2023-05-30 19:06:16.773,S.III.99 - REMO(BORDO) - TRANSBOR(EMBARQUE) (CAB),S.III.99 REMO(BORDO) - TRANSBOR(EMBARQUE) (CAB),,,76.0,14.0,,,QTD_MEDICAO,A,S.III.99,1,0.0,,
